"﻿SIGLA";"NOMBRE PROYECTO";"TIPO INNOVACION";"año";"conv";"SEMESTRE";"FRENTE";"multi";"CODIGO CURSO";"CURSO";"PROG CURSO";"DEPTO CURSO";"FAC CURSO";"CRN";"SECC";"PERIOD";"SUB PER";"FASE ACOMPAÑAMIENTO PED";"NOMBRE PROFESOR";"CORREO PROFESOR";
"CTE-360";"Proyecto Cte-361";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"";"COD362";"Curso359";"GEOCIENCIAS";"FISICA";"CIENCIAS";"CRN-17916";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor358";"Login profesor357";
"CTE-360";"Proyecto Cte-361";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"";"COD362";"Curso359";"GEOCIENCIAS";"FISICA";"CIENCIAS";"CRN-17917";"2";"201810";"1";"IMPLEMENTACION";"Nombre profesor358";"Login profesor357";
"CTE-360";"Proyecto Cte-361";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"";"COD362";"Curso359";"GEOCIENCIAS";"FISICA";"CIENCIAS";"CRN-18252";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor358";"Login profesor357";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17876";"2";"201810";"";"IMPLEMENTACION";"Nombre profesor414";"Login profesor413";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17877";"1";"201810";"";"IMPLEMENTACION";"Nombre profesor417";"Login profesor416";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17878";"3";"201810";"";"IMPLEMENTACION";"Nombre profesor408";"Login profesor407";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17879";"4";"201810";"";"IMPLEMENTACION";"Nombre profesor473";"Login profesor472";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17880";"7";"201810";"";"IMPLEMENTACION";"Nombre profesor426";"Login profesor425";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17881";"9";"201810";"";"IMPLEMENTACION";"Nombre profesor411";"Login profesor410";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17882";"10";"201810";"";"IMPLEMENTACION";"Nombre profesor473";"Login profesor472";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17883";"12";"201810";"";"IMPLEMENTACION";"Nombre profesor446";"Login profesor445";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17884";"14";"201810";"";"IMPLEMENTACION";"Nombre profesor406";"Login profesor405";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17885";"15";"201810";"";"IMPLEMENTACION";"Nombre profesor453";"Login profesor452";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17886";"17";"201810";"";"IMPLEMENTACION";"Nombre profesor453";"Login profesor452";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17887";"13";"201810";"";"IMPLEMENTACION";"Nombre profesor420";"Login profesor419";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17888";"18";"201810";"";"IMPLEMENTACION";"Nombre profesor408";"Login profesor407";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17889";"21";"201810";"";"IMPLEMENTACION";"Nombre profesor465";"Login profesor464";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17890";"22";"201810";"";"IMPLEMENTACION";"Nombre profesor417";"Login profesor416";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17891";"24";"201810";"";"IMPLEMENTACION";"Nombre profesor411";"Login profesor410";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17892";"25";"201810";"";"IMPLEMENTACION";"Nombre profesor414";"Login profesor413";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17893";"26";"201810";"";"IMPLEMENTACION";"Nombre profesor400";"Login profesor399";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17894";"28";"201810";"";"IMPLEMENTACION";"Nombre profesor411";"Login profesor410";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17895";"29";"201810";"";"IMPLEMENTACION";"Nombre profesor420";"Login profesor419";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-17896";"30";"201810";"";"IMPLEMENTACION";"Nombre profesor417";"Login profesor416";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18213";"2";"201820";"";"IMPLEMENTACION";"Nombre profesor411";"Login profesor410";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18214";"1";"201820";"";"IMPLEMENTACION";"Nombre profesor473";"Login profesor472";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18215";"3";"201820";"";"IMPLEMENTACION";"Nombre profesor426";"Login profesor425";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18216";"4";"201820";"";"IMPLEMENTACION";"Nombre profesor417";"Login profesor416";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18217";"5";"201820";"";"IMPLEMENTACION";"Nombre profesor414";"Login profesor413";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18218";"6";"201820";"";"IMPLEMENTACION";"Nombre profesor408";"Login profesor407";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18219";"7";"201820";"";"IMPLEMENTACION";"Nombre profesor414";"Login profesor413";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18220";"8";"201820";"";"IMPLEMENTACION";"Nombre profesor420";"Login profesor419";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18221";"9";"201820";"";"IMPLEMENTACION";"Nombre profesor465";"Login profesor464";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18222";"10";"201820";"";"IMPLEMENTACION";"Nombre profesor473";"Login profesor472";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18223";"11";"201820";"";"IMPLEMENTACION";"Nombre profesor417";"Login profesor416";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18224";"14";"201820";"";"IMPLEMENTACION";"Nombre profesor406";"Login profesor405";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18225";"15";"201820";"";"IMPLEMENTACION";"Nombre profesor453";"Login profesor452";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18226";"16";"201820";"";"IMPLEMENTACION";"Nombre profesor406";"Login profesor405";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18227";"13";"201820";"";"IMPLEMENTACION";"Nombre profesor411";"Login profesor410";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18228";"28";"201820";"";"IMPLEMENTACION";"Nombre profesor414";"Login profesor413";
"CTE-402";"Proyecto Cte-403";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"SI";"COD404";"Curso401";"DECANATURA ESTUDIANTES";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"CRN-18229";"30";"201820";"";"IMPLEMENTACION";"Nombre profesor420";"Login profesor419";
"CTE-478";"Proyecto Cte-16917";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"";"COD480";"Curso477";"ADMINISTRACION";"ADMINISTRACION";"ADMINISTRACION";"CRN-17864";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor476";"Login profesor475";
"CTE-478";"Proyecto Cte-16917";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"";"COD480";"Curso477";"ADMINISTRACION";"ADMINISTRACION";"ADMINISTRACION";"CRN-18170";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor476";"Login profesor475";
"CTE-488";"Proyecto Cte-489";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201810";"1IP";"";"COD490";"Curso487";"MEDICINA";"MEDICINA";"MEDICINA";"CRN-18115";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor486";"Login profesor485";
"CTE-488";"Proyecto Cte-489";"INNOVACION EN CURSO PRESENCIALES";"2018";"2015";"201820";"1IP";"";"COD490";"Curso487";"MEDICINA";"MEDICINA";"MEDICINA";"CRN-18552";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor486";"Login profesor485";
"CTE-498";"Proyecto Cte-499";"CURSO BLENDED";"2018";"2016";"201810";"1IP";"";"COD500";"Curso497";"MEDICINA";"MEDICINA";"MEDICINA";"CRN-18120";"1";"201810";"3";"IMPLEMENTACION";"Nombre profesor496";"Login profesor495";
"CTE-498";"Proyecto Cte-499";"CURSO BLENDED";"2018";"2016";"201820";"1IP";"";"COD500";"Curso497";"MEDICINA";"MEDICINA";"MEDICINA";"CRN-18558";"1";"201820";"3";"IMPLEMENTACION";"Nombre profesor496";"Login profesor495";
"CTE-519";"Proyecto Cte-520";"CBU VIRTUAL";"2018";"2016";"201810";"1IP";"";"COD521";"Curso518";"BIOLOGIA";"BIOLOGIA";"CIENCIAS";"CRN-17868";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor16921";"Login profesor516";
"CTE-519";"Proyecto Cte-520";"CBU VIRTUAL";"2018";"2016";"201810";"1IP";"";"COD521";"Curso518";"BIOLOGIA";"BIOLOGIA";"CIENCIAS";"CRN-18132";"1";"201819";"1";"IMPLEMENTACION";"Nombre profesor16921";"Login profesor516";
"CTE-526";"Proyecto Cte-527";"CBU VIRTUAL";"2018";"2016";"201810";"1IP";"";"COD528";"Curso525";"HISTORIA DEL ARTE";"ARTE";"ARTES Y HUMANIDADES";"CRN-18133";"1";"201819";"1";"IMPLEMENTACION";"Nombre profesor530";"Login profesor529";
"CTE-537";"Proyecto Cte-538";"CBU VIRTUAL";"2018";"2016";"201810";"1IP";"";"COD539";"Curso536";"MUSICA";"MUSICA";"ARTES Y HUMANIDADES";"CRN-18167";"1";"201819";"1";"IMPLEMENTACION";"Nombre profesor535";"Login profesor534";
"CTE-556";"Proyecto Cte-557";"CURSO BLENDED";"2018";"2016";"201810";"1IP";"";"COD558";"Curso555";"PERIODISMO";"CENTRO DE ESTUDIOS PERIODISMO";"ARTES Y HUMANIDADES";"CRN-18126";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor554";"Login profesor553";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18027";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor600";"Login profesor599";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18028";"3";"201810";"1";"IMPLEMENTACION";"Nombre profesor603";"Login profesor602";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18032";"5";"201810";"1";"IMPLEMENTACION";"Nombre profesor16932";"Login profesor16931";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18041";"6";"201810";"1";"IMPLEMENTACION";"Nombre profesor16935";"Login profesor16934";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18047";"7";"201810";"1";"IMPLEMENTACION";"Nombre profesor577";"Login profesor576";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18030";"8";"201810";"1";"IMPLEMENTACION";"Nombre profesor625";"Login profesor624";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18029";"10";"201810";"1";"IMPLEMENTACION";"Nombre profesor610";"Login profesor609";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18031";"11";"201810";"1";"IMPLEMENTACION";"Nombre profesor636";"Login profesor635";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18034";"12";"201810";"1";"IMPLEMENTACION";"Nombre profesor603";"Login profesor602";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18033";"13";"201810";"1";"IMPLEMENTACION";"Nombre profesor600";"Login profesor599";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18042";"14";"201810";"1";"IMPLEMENTACION";"Nombre profesor583";"Login profesor582";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18043";"15";"201810";"1";"IMPLEMENTACION";"Nombre profesor568";"Login profesor567";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18045";"16";"201810";"1";"IMPLEMENTACION";"Nombre profesor16946";"Login profesor16945";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18048";"17";"201810";"1";"IMPLEMENTACION";"Nombre profesor16932";"Login profesor16931";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18035";"18";"201810";"1";"IMPLEMENTACION";"Nombre profesor625";"Login profesor624";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18036";"19";"201810";"1";"IMPLEMENTACION";"Nombre profesor577";"Login profesor576";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18049";"20";"201810";"1";"IMPLEMENTACION";"Nombre profesor589";"Login profesor588";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18054";"21";"201810";"1";"IMPLEMENTACION";"Nombre profesor592";"Login profesor591";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18040";"22";"201810";"1";"IMPLEMENTACION";"Nombre profesor610";"Login profesor609";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18037";"23";"201810";"1";"IMPLEMENTACION";"Nombre profesor618";"Login profesor617";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18050";"24";"201810";"1";"IMPLEMENTACION";"Nombre profesor613";"Login profesor612";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18051";"25";"201810";"1";"IMPLEMENTACION";"Nombre profesor583";"Login profesor582";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18038";"26";"201810";"1";"IMPLEMENTACION";"Nombre profesor597";"Login profesor596";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18039";"27";"201810";"1";"IMPLEMENTACION";"Nombre profesor568";"Login profesor567";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18055";"28";"201810";"1";"IMPLEMENTACION";"Nombre profesor606";"Login profesor605";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18046";"29";"201810";"1";"IMPLEMENTACION";"Nombre profesor597";"Login profesor596";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18056";"30";"201810";"1";"IMPLEMENTACION";"Nombre profesor16946";"Login profesor16945";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18044";"31";"201810";"1";"IMPLEMENTACION";"Nombre profesor589";"Login profesor588";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18059";"33";"201810";"1";"IMPLEMENTACION";"Nombre profesor636";"Login profesor635";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18060";"34";"201810";"1";"IMPLEMENTACION";"Nombre profesor618";"Login profesor617";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18058";"35";"201810";"1";"IMPLEMENTACION";"Nombre profesor606";"Login profesor605";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18052";"36";"201810";"1";"IMPLEMENTACION";"Nombre profesor592";"Login profesor591";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18061";"37";"201810";"1";"IMPLEMENTACION";"Nombre profesor16967";"Login profesor16966";
"CTE-564";"Proyecto Cte-16928";"INNOVACION EN CURSO PRESENCIALES";"2018";"2016";"201810";"1IP";"SI";"COD566";"Curso16927";"";"CENTRO DE ESPAÑOL";"EDUCACION";"CRN-18062";"38";"201810";"1";"IMPLEMENTACION";"Nombre profesor613";"Login profesor612";
